,price
3529,1440.653
3530,612.1063
3531,682.5199
3532,754.4678
3533,14899.479
3534,2956.5466
3535,2494.8806
3536,1070.5729
3537,958.4945
3538,6444.459
3539,16470.258
3540,484.06754
3541,642.8326
3542,6519.794
3543,890.55
3544,744.29724
3545,989.2891
3546,461.95294
3547,1586.3325
3548,1699.7509
3549,1653.7854
3550,648.8985
3551,485.77066
3552,817.67316
3553,13384.188
3554,16444.586
3555,10158.805
3556,2376.6584
3557,806.7043
3558,961.00507
3559,876.33813
3560,2347.54
3561,1510.603
3562,4543.302
3563,11601.72
3564,592.9078
3565,13212.975
3566,519.7825
3567,3701.246
3568,4427.7095
3569,1615.3772
3570,8546.792
3571,825.59784
3572,2696.2205
3573,1881.5986
3574,4109.761
3575,8543.405
3576,15514.595
3577,5377.1963
3578,16485.389
3579,1767.607
3580,700.1709
3581,513.4185
3582,773.4646
3583,943.4257
3584,2192.282
3585,14151.149
3586,1061.9089
3587,692.63617
3588,3185.9692
3589,4210.631
3590,1051.5471
3591,889.63873
3592,1633.8801
3593,3341.7585
3594,788.0194
3595,658.1335
3596,888.34515
3597,473.88843
3598,4453.4277
3599,5536.6855
3600,1783.154
3601,729.36786
3602,751.17456
3603,1236.4535
3604,5476.86
3605,1004.61786
3606,2689.6125
3607,16161.811
3608,1640.7794
3609,4365.996
3610,1043.0132
3611,4627.6104
3612,1702.9911
3613,969.638
3614,2253.0222
3615,3966.7603
3616,4682.7437
3617,5989.2495
3618,8501.579
3619,966.9992
3620,3159.653
3621,1803.1334
3622,2316.1956
3623,14595.928
3624,595.89
3625,4519.925
3626,7038.7217
3627,756.30145
3628,1024.3347
3629,1270.4202
3630,4518.7383
3631,2874.412
3632,1006.8647
3633,13178.891
3634,15616.881
3635,1174.3826
3636,737.16425
3637,565.5932
3638,4357.932
3639,17663.047
3640,1268.4828
3641,4280.7617
3642,15510.039
3643,573.49646
3644,1292.9758
3645,8932.635
3646,1932.7635
3647,6687.955
3648,1341.941
3649,490.84103
3650,802.7805
3651,3750.969
3652,5996.628
3653,871.2405
3654,5297.8716
3655,704.38086
3656,1102.1001
3657,5476.86
3658,858.0541
3659,685.5697
3660,1395.8599
3661,899.7017
3662,344.82187
3663,9137.063
3664,965.38556
3665,1819.9232
3666,7121.7554
3667,648.31445
3668,4516.65
3669,6158.068
3670,3972.4636
3671,3973.672
3672,6224.12
3673,1586.2625
3674,5950.6836
3675,1336.7128
3676,793.81445
3677,5465.023
3678,5259.21
3679,5153.8955
3680,5099.462
3681,1386.2991
3682,10987.624
3683,1028.9242
3684,903.78345
3685,1932.9635
3686,1332.4297
3687,848.9032
3688,2467.5625
3689,16914.143
3690,5790.8564
3691,12396.783
3692,4665.793
3693,526.66626
3694,653.0189
3695,1034.505
3696,5636.6235
3697,3689.7578
3698,963.2612
3699,1780.7606
3700,595.1964
3701,447.9465
3702,4034.7024
3703,5314.9277
3704,698.341
3705,616.23737
3706,434.44308
3707,14002.608
3708,837.53766
3709,4933.171
3710,6026.6523
3711,1932.5154
3712,10902.848
3713,4948.1226
3714,635.4662
3715,655.961
3716,13750.231
3717,6006.6704
3718,681.31647
3719,627.2433
3720,1863.3146
3721,12494.049
3722,1286.4528
3723,4120.033
3724,11640.178
3725,900.7214
3726,3265.2256
3727,2626.3442
3728,11903.389
3729,9807.742
3730,7731.663
3731,1949.449
3732,1258.8602
3733,1380.7695
3734,1312.4377
3735,7369.679
3736,855.95905
3737,6752.346
3738,723.3156
3739,1026.6908
3740,7301.4224
3741,4651.9956
3742,3624.6858
3743,7340.894
3744,720.76404
3745,4937.5786
3746,14536.203
3747,727.80585
3748,5452.5884
3749,931.34015
3750,869.80475
3751,1023.7815
3752,16159.506
3753,1079.6493
3754,1436.0999
3755,790.9908
3756,10495.077
3757,706.34436
3758,942.92676
3759,1169.4652
3760,2974.3152
3761,4578.303
3762,782.7394
3763,813.9793
3764,11196.707
3765,1017.78656
3766,1898.3923
3767,10300.303
3768,8872.29
3769,1697.0104
3770,2483.975
3771,7439.203
3772,513.47424
3773,750.3631
3774,2903.0657
3775,783.455
3776,10836.13
3777,1867.2219
3778,824.6875
3779,7070.932
3780,2559.2114
3781,897.1446
3782,959.0078
3783,7696.742
3784,900.55646
3785,12131.838
3786,3315.864
3787,6480.927
3788,818.67017
3789,4524.576
3790,5573.4053
3791,4051.641
3792,6148.9756
3793,10741.313
3794,4721.634
3795,705.10223
3796,900.7891
3797,779.7577
3798,1996.2494
3799,683.5082
3800,2616.7136
3801,2678.4329
3802,12242.921
3803,434.9405
3804,788.9109
3805,4076.69
3806,5670.745
3807,5253.0615
3808,584.9192
3809,680.56116
3810,487.34076
3811,1209.7496
3812,3973.1504
3813,1220.454
3814,580.2302
3815,454.81705
3816,541.9527
3817,2353.905
3818,3927.4797
3819,1931.3922
3820,3042.3486
3821,1829.8368
3822,2180.8328
3823,8410.1
3824,879.0682
3825,3046.502
3826,11107.084
3827,3140.8557
3828,1791.3958
3829,523.95746
3830,533.18463
3831,3090.5374
3832,917.13934
3833,4889.6313
3834,4173.3027
3835,9588.476
3836,826.1883
3837,1218.5085
3838,4233.6
3839,790.05035
3840,5462.1777
3841,2035.6234
3842,14664.56
3843,817.4426
3844,4162.5005
3845,2758.9968
3846,2765.2927
3847,7710.937
3848,9425.42
3849,1722.109
3850,1840.5712
3851,3953.8643
3852,4990.652
3853,720.44006
3854,853.94446
3855,2110.975
3856,9168.994
3857,831.5468
3858,12088.221
3859,7546.4253
3860,1103.1056
3861,831.8887
3862,1020.9239
3863,15362.159
3864,11599.749
3865,582.52606
3866,917.2001
3867,8580.406
3868,3476.1538
3869,654.2262
3870,9721.689
3871,3242.048
3872,1365.9618
3873,977.4648
3874,1434.5542
3875,4589.448
3876,2846.564
3877,1868.5907
3878,9272.591
3879,679.4019
3880,1165.7291
3881,900.6637
3882,1111.4801
3883,4248.0146
3884,564.67346
3885,863.64
3886,782.70636
3887,3246.461
3888,6268.9814
3889,906.3883
3890,786.6283
3891,9369.165
3892,725.67554
3893,15033.039
3894,3086.1653
3895,605.2786
3896,13480.7295
3897,1769.8339
3898,4311.962
3899,1753.1948
3900,2876.0647
3901,1000.8767
3902,2396.4495
3903,3385.4443
3904,919.9244
3905,4503.149
3906,847.2161
3907,695.1971
3908,9015.412
3909,3100.7197
3910,975.80096
3911,637.9706
3912,4866.226
3913,639.7955
3914,1736.3951
3915,844.88776
3916,1791.8909
3917,2344.5127
3918,899.42676
3919,2335.4653
3920,2399.639
3921,820.3956
3922,598.1101
3923,698.38605
3924,962.4763
3925,1278.9299
3926,3253.1313
3927,709.4906
3928,1626.626
3929,4052.828
3930,1719.5438
3931,6822.582
3932,1298.1965
3933,1788.3418
3934,4252.2295
3935,2365.3738
3936,5188.078
3937,473.21097
3938,2368.4211
3939,4513.66
3940,863.1906
3941,3092.254
3942,1621.7069
3943,1817.949
3944,6046.3916
3945,2873.6296
3946,554.7179
3947,796.54553
3948,3486.199
3949,6311.39
3950,913.51465
3951,3622.481
3952,12106.7705
3953,2286.3025
3954,1337.0314
3955,12094.751
3956,885.693
3957,5594.549
3958,953.4997
3959,772.23773
3960,1683.9567
3961,728.43414
3962,683.0469
3963,858.4073
3964,1483.5736
3965,1881.5986
3966,4988.454
3967,1023.88574
3968,11612.476
3969,1268.3999
3970,15280.735
3971,15480.387
3972,4480.922
3973,830.6631
3974,792.9897
3975,1226.8284
3976,2778.6208
3977,4355.961
3978,15351.428
3979,2507.659
3980,11785.349
3981,784.2373
3982,10967.975
3983,2419.0337
3984,6710.857
3985,8759.195
3986,1489.963
3987,647.19507
3988,2031.6693
3989,1310.9833
3990,7071.769
3991,1243.0947
3992,1061.0245
3993,785.6506
3994,7106.9663
3995,878.3529
3996,3646.761
3997,4463.091
3998,1302.1117
3999,14745.362
4000,631.2892
4001,5666.0674
4002,4374.63
4003,923.4469
4004,701.13495
4005,767.84686
4006,831.2743
4007,3273.3577
4008,2473.5234
4009,15236.222
4010,5359.879
4011,640.92175
4012,1053.474
4013,15877.273
4014,1191.3828
4015,1918.043
4016,1494.4071
4017,11784.013
4018,658.29443
4019,375.99756
4020,1689.2585
4021,5145.1367
4022,2199.3616
4023,466.25616
4024,1719.8447
4025,6461.5786
4026,5810.7783
4027,2201.568
4028,5862.3696
4029,4599.8896
4030,975.86523
4031,573.83606
4032,1330.2206
4033,2811.4521
4034,1299.006
4035,963.0231
4036,687.5203
4037,4891.727
4038,401.74384
4039,855.35187
4040,2310.1345
4041,756.09357
4042,611.5948
4043,9137.587
4044,1342.7909
4045,5051.62
4046,12483.681
4047,1401.3582
4048,6982.719
4049,1627.7114
4050,2602.9785
4051,2454.294
4052,753.28546
4053,1898.5159
4054,1800.5422
4055,856.02313
4056,2995.0527
4057,3653.2876
4058,922.33563
4059,8832.94
4060,1194.3289
4061,1599.9952
4062,857.38336
4063,12804.101
4064,719.3428
4065,1208.822
4066,733.5507
4067,1956.836
4068,3581.2788
4069,7051.3403
4070,390.3347
4071,8033.747
4072,3048.1724
4073,696.0168
4074,10108.232
4075,1237.9785
4076,4576.2915
4077,834.5702
4078,3844.372
4079,2395.5205
4080,689.6058
4081,5857.516
4082,832.5083
4083,1590.282
4084,367.29462
4085,4543.7725
4086,5413.2046
4087,858.1881
4088,2548.6936
4089,2344.8538
4090,2122.8552
4091,7449.696
4092,2111.0942
4093,2891.106
4094,2349.8428
4095,3298.55
4096,4337.2456
4097,931.34015
4098,2919.658
4099,10625.626
4100,816.05676
4101,6744.778
4102,4401.1597
4103,964.67365
4104,7011.558
4105,5108.8984
4106,757.3952
4107,3132.6438
4108,1188.7098
4109,13089.84
4110,2460.1306
4111,1513.5748
4112,11385.364
4113,3571.3967
4114,561.9426
4115,795.8259
4116,1820.9514
4117,3898.8037
4118,1300.3932
4119,1893.8652
4120,4531.7153
4121,1931.6112
4122,1970.3322
4123,918.4638
4124,1561.889
4125,17342.61
4126,1867.5803
4127,3299.6023
4128,15138.191
4129,2493.9397
4130,11499.634
4131,2691.6099
4132,480.57993
4133,3800.8757
4134,5308.0107
4135,1780.9004
4136,953.66174
4137,2002.2042
4138,2294.8958
4139,524.3484
4140,2630.2998
4141,672.9433
4142,403.9009
4143,12307.155
4144,1688.6727
4145,5811.3433
4146,4262.679
4147,4598.564
4148,1330.1011
4149,389.64352
4150,795.5048
4151,695.5968
4152,772.5559
4153,3441.3467
4154,807.2666
4155,525.37286
4156,12014.92
4157,722.17847
4158,572.5114
4159,2893.935
4160,1646.3639
4161,788.9109
4162,950.5012
4163,7210.296
4164,4100.9985
4165,9596.572
4166,10953.754
4167,621.12665
4168,2301.9185
4169,3253.8445
4170,14655.08
4171,939.44574
4172,1836.2805
4173,4533.602
4174,4472.799
4175,547.0504
4176,2032.849
4177,4574.9805
4178,2294.0996
4179,582.82446
4180,2895.145
4181,9450.83
4182,5169.0117
4183,4282.724
4184,13603.622
4185,7366.0557
4186,2788.112
4187,650.89044
4188,2165.448
4189,826.9223
4190,5597.142
4191,2740.4685
4192,2051.1675
4193,4975.269
4194,841.9109
4195,4989.039
4196,4290.3
4197,4656.391
4198,903.68915
4199,479.98502
4200,3406.0127
4201,14103.363
4202,928.45215
4203,875.42566
4204,2469.4329
4205,3181.4026
4206,10130.942
4207,1503.5764
4208,497.15884
4209,7800.018
4210,3849.422
4211,677.9971
4212,2252.3289
4213,1409.5571
4214,677.6489
4215,4628.7856
4216,2155.2644
4217,4917.3643
4218,780.2885
4219,2406.0156
4220,6356.987
4221,735.745
4222,1040.6234
4223,889.6294
4224,4608.7656
4225,2202.9067
4226,978.4299
4227,8999.096
4228,4852.972
4229,13236.837
4230,790.3171
4231,4152.5684
4232,2205.0195
4233,601.8869
4234,8200.723
4235,2278.3943
4236,751.63696
4237,861.9116
4238,1914.6825
4239,963.3905
4240,3022.7866
4241,5233.3716
4242,687.74036
4243,527.2905
4244,6874.2925
4245,491.18823
4246,8540.525
4247,3981.3638
4248,4878.0957
4249,8464.671
4250,5096.7
4251,6342.197
4252,7385.353
4253,756.8643
4254,5949.1343
4255,581.55145
4256,4293.3193
4257,2177.9731
4258,3131.1785
4259,2738.0278
4260,698.1242
4261,5547.839
4262,1973.5714
4263,2720.3125
4264,4231.769
4265,5238.2456
4266,12712.875
4267,2941.364
4268,2052.993
4269,3999.2283
4270,7004.6616
4271,1782.4382
4272,17199.447
4273,7050.0854
4274,11399.218
4275,3097.1848
4276,525.4466
4277,3954.155
4278,8206.226
4279,1158.1869
4280,884.61017
4281,770.1407
4282,3061.746
4283,4713.96
4284,9089.881
4285,608.5739
4286,796.0911
4287,4604.9355
4288,2363.9546
4289,14673.79
4290,6938.8623
4291,1639.386
4292,4980.474
4293,3676.5146
4294,13086.281
4295,1301.3016
4296,9480.866
4297,1051.084
4298,1902.7366
4299,2434.2856
4300,707.414
4301,4794.0107
4302,11306.545
4303,2487.3242
4304,6653.329
4305,5336.466
4306,673.1688
4307,6924.694
4308,5179.1865
4309,1435.889
4310,5143.4946
4311,1878.0826
4312,11714.553
4313,17115.809
4314,862.9417
4315,785.875
4316,3484.2122
4317,9723.457
4318,3525.786
4319,9853.948
4320,2058.3442
4321,872.003
4322,718.7715
4323,1253.9456
4324,1646.7749
4325,2551.131
4326,5080.0444
4327,9680.08
4328,5236.36
4329,2575.2598
4330,1274.7616
4331,426.58337
4332,723.7341
4333,8310.74
4334,2980.1104
4335,3257.4111
4336,1582.0298
4337,703.21484
4338,550.59686
4339,5303.8765
4340,4684.919
4341,875.66754
4342,3110.0889
4343,634.0667
4344,7366.6035
4345,4194.7827
4346,14111.878
4347,4391.501
4348,2337.6865
4349,1156.2979
4350,867.06805
4351,4187.489
4352,9297.995
4353,1615.2057
4354,6510.6665
4355,15889.471
4356,1342.5499
4357,1095.194
4358,1477.2319
4359,11026.472
4360,1036.1941
4361,6944.2915
4362,1886.2655
4363,16457.082
4364,729.22705
4365,559.19653
4366,1883.9698
4367,2865.5078
4368,3106.0933
4369,2577.4292
4370,1630.4729
4371,421.25024
4372,10890.382
4373,9218.864
4374,629.3664
4375,1654.1216
4376,779.27277
4377,6975.001
4378,785.0555
4379,2231.8474
4380,538.6269
4381,16044.644
4382,2422.324
4383,831.6676
4384,814.7426
4385,7261.999
4386,10719.782
4387,3780.0298
4388,1082.6523
4389,3587.1567
4390,1564.0253
4391,590.0101
4392,761.6013
4393,5905.282
4394,2260.5408
4395,4536.951
4396,874.61505
4397,707.8404
4398,509.29282
4399,3787.495
4400,1478.4951
4401,706.04663
4402,15137.658
4403,3105.5283
4404,2673.7405
4405,823.3899
4406,970.27747
4407,13782.53
4408,586.2028
4409,1756.868
4410,1766.4729
4411,485.30472
4412,5640.993
4413,740.3783
4414,782.33386
4415,1328.8002
4416,876.4786
4417,5576.2266
4418,759.6109
4419,3501.2573
4420,6901.088
4421,720.2503
4422,5975.3193
4423,661.55597
4424,5079.429
4425,742.4538
4426,1439.8984
4427,3966.939
4428,849.3575
4429,6879.2495
4430,1028.4481
4431,686.0603
4432,754.3144
4433,5043.7095
4434,1022.85626
4435,901.085
4436,457.41263
4437,6406.9326
4438,4139.516
4439,677.7065
4440,786.66516
4441,788.7593
4442,7081.4937
4443,14693.1045
4444,481.38477
4445,1347.0408
4446,5901.9863
4447,2074.952
4448,1259.0892
4449,4254.7666
4450,16042.748
4451,10784.615
4452,1030.6534
4453,1132.6659
4454,10111.698
4455,1072.101
4456,6915.77
4457,3641.2615
4458,3804.2036
4459,4919.722
4460,2125.1038
4461,2477.9504
4462,600.9177
4463,1285.9535
4464,4933.7876
4465,824.5128
4466,7649.6807
4467,613.45465
4468,3847.7769
4469,7248.258
4470,2371.3354
4471,2945.5928
4472,7972.8774
4473,2116.2458
4474,2669.9075
4475,902.9275
4476,5582.0596
4477,3014.1372
4478,4420.616
4479,3351.4727
4480,1282.093
4481,1299.3677
4482,2478.5125
4483,770.28015
4484,2736.4495
4485,13044.587
4486,2234.69
4487,581.9009
4488,1665.306
4489,559.8501
4490,7605.311
4491,2846.6897
4492,11577.852
4493,1337.7559
4494,10945.145
4495,2494.056
4496,3267.3848
4497,619.0772
4498,833.201
4499,5753.9683
4500,6114.414
4501,647.1672
4502,3525.1953
4503,2841.284
4504,8242.398
4505,3003.7488
4506,1187.9812
4507,3557.837
4508,4966.0264
4509,4693.935
4510,10470.271
4511,6961.3223
4512,3343.4324
4513,10228.486
4514,9795.513
4515,7475.24
4516,1923.3225
4517,11171.517
4518,1809.5441
4519,16752.543
4520,501.18732
4521,6235.256
4522,7405.974
4523,8711.096
4524,1206.3174
4525,2955.0837
4526,764.1119
4527,4602.6157
4528,3220.6995
4529,2955.518
4530,10526.822
4531,4343.3306
4532,1104.0967
4533,834.4708
4534,1797.4651
4535,3847.4824
4536,2046.4364
4537,15802.122
4538,4462.357
4539,2514.8474
4540,1650.0812
4541,703.4351
4542,1789.2036
4543,1068.813
4544,3167.9673
4545,877.85126
4546,679.08
4547,2748.1777
4548,6729.4595
4549,2370.8008
4550,947.7702
4551,512.4035
4552,1056.3904
4553,6447.9097
4554,8996.607
4555,650.42834
4556,2905.5242
4557,1378.467
4558,4147.715
4559,948.32294
4560,1531.1318
4561,6870.922
4562,1390.5421
4563,3215.9534
4564,3145.5728
4565,16634.334
4566,13562.408
4567,1875.7074
4568,2756.6606
4569,1038.2837
4570,1702.5553
4571,1905.9291
4572,18614.438
4573,5436.83
4574,2175.9412
4575,6591.8105
4576,1133.1191
4577,879.10345
4578,758.81976
4579,827.40076
4580,11642.666
4581,12358.222
4582,3149.5266
4583,747.67584
4584,1363.489
4585,2530.8445
4586,5766.5938
4587,5021.5503
4588,7355.221
4589,6656.3076
4590,1520.6392
4591,1972.5292
4592,1167.6024
4593,3863.5479
4594,5875.816
4595,4706.7954
4596,9221.201
4597,3023.8804
4598,6244.6797
4599,722.42145
4600,15147.917
4601,5564.665
4602,1880.6267
4603,911.6235
4604,4272.152
4605,8529.354
4606,661.48016
4607,2130.0144
4608,3251.3875
4609,9053.254
4610,2191.1748
4611,2100.2305
4612,11410.229
4613,1154.4335
4614,1385.5598
4615,682.88983
4616,7292.624
4617,4700.0674
4618,550.79944
4619,9348.065
4620,2354.3127
4621,15714.803
4622,958.32434
4623,618.9583
4624,2161.5647
4625,886.4193
4626,1871.5533
4627,469.49854
4628,17699.693
4629,2329.3374
4630,4468.501
4631,1057.8507
4632,16517.977
4633,6543.139
4634,1366.9354
4635,6535.316
4636,949.2825
4637,938.488
4638,852.27094
4639,1717.8947
4640,1207.5084
4641,3071.8484
4642,10495.009
4643,1034.0499
4644,3080.8357
4645,5274.884
4646,7666.483
4647,2872.226
4648,4670.47
4649,962.01294
4650,2266.0583
4651,4513.4653
4652,17199.111
4653,598.91547
4654,13680.439
4655,868.6397
4656,8863.904
4657,842.5623
4658,3395.197
4659,1820.9435
4660,10295.546
4661,5539.35
4662,2647.8652
4663,4165.7847
4664,902.8285
4665,4605.793
4666,6613.0176
4667,887.2745
4668,4622.1016
4669,7068.9834
4670,3009.1821
4671,12012.805
4672,5743.4355
4673,10785.003
4674,5720.834
4675,2221.1565
4676,4378.532
4677,5427.8765
4678,996.0157
4679,6440.386
4680,760.16797
4681,654.21875
4682,8107.4595
4683,560.1755
4684,6590.0854
4685,1532.9305
4686,900.6841
4687,3949.2515
4688,755.9195
4689,5480.125
4690,2488.447
4691,8541.586
4692,1079.8887
4693,429.03616
4694,760.6968
4695,11403.898
4696,4131.627
4697,2814.6953
4698,4854.6562
4699,7312.814
4700,2111.933
4701,598.7273
4702,5288.496
4703,1698.9104
4704,2107.3098
4705,16044.524
4706,3343.8098
4707,1009.8313
4708,1326.0605
4709,1892.9563
4710,610.3446
4711,4369.299
4712,4201.3447
4713,1070.997
4714,2722.3098
4715,1989.0623
4716,15100.838
4717,729.437
4718,14451.406
4719,909.3302
4720,12816.575
4721,4881.173
4722,1484.9602
4723,4198.592
4724,5727.269
4725,7971.1177
4726,2078.2568
4727,1163.7134
4728,649.16797
4729,2372.049
4730,1171.7355
4731,2993.0376
4732,7363.558
4733,655.53424
4734,8896.088
4735,4707.0586
4736,4697.327
4737,1274.9222
4738,1969.2377
4739,1790.2021
4740,1763.5054
4741,4374.999
4742,589.3643
4743,3708.403
4744,651.21967
4745,16469.492
4746,812.846
4747,3919.8445
4748,632.2212
4749,770.25934
4750,3568.2678
4751,447.21158
4752,496.47308
4753,745.52344
4754,1071.0516
4755,4502.037
4756,421.28204
4757,867.1018
4758,601.79614
4759,2649.8872
4760,455.43405
4761,633.8468
4762,3578.8782
4763,9252.607
4764,2440.6575
4765,2331.0725
4766,632.947
4767,1373.9592
4768,528.62335
4769,6153.1816
4770,14095.938
4771,1343.1172
4772,1347.9191
4773,2199.6602
4774,1583.2828
4775,10766.613
4776,882.5755
4777,2158.7886
4778,3359.2136
4779,732.3909
4780,8801.361
4781,1297.8083
4782,644.11786
4783,822.26245
4784,863.4163
4785,4504.944
4786,1595.3949
4787,596.81067
4788,615.1704
4789,533.70123
4790,11981.207
4791,541.962
4792,16539.531
4793,536.27606
4794,1231.1615
4795,3445.138
4796,602.2827
4797,1554.6656
4798,11578.977
4799,835.598
4800,4141.0117
4801,9705.485
4802,581.4413
4803,13466.094
4804,758.5987
4805,7871.9053
4806,2554.1184
4807,15143.279
4808,1689.811
4809,5850.9146
4810,1027.5696
4811,717.5143
4812,7241.8086
4813,16173.726
4814,944.6541
4815,1871.9298
4816,13569.477
4817,10248.032
4818,7995.151
4819,673.1911
4820,10175.788
4821,848.5207
4822,2201.6104
4823,2488.0535
4824,2490.0889
4825,4635.8535
4826,2754.711
4827,9564.739
4828,1960.113
4829,10106.471
4830,3547.7654
4831,472.0462
4832,5816.4844
4833,585.9099
4834,4040.5386
4835,15799.773
4836,761.5584
4837,11579.693
4838,4370.1074
4839,1056.4357
4840,1671.6503
4841,14999.055
4842,668.4184
4843,2118.3372
4844,830.5285
4845,2265.9744
4846,10151.008
4847,1115.5863
4848,921.2809
4849,709.3113
4850,2017.1249
4851,808.0164
4852,2060.4172
4853,872.64276
4854,6167.332
4855,6063.4277
4856,1643.1202
4857,808.46466
4858,3199.1687
4859,6653.042
4860,2231.4849
4861,3674.107
4862,968.832
4863,998.54645
4864,1009.3068
4865,1009.65533
4866,707.79034
4867,838.70184
4868,2239.2168
4869,4136.038
4870,5586.682
4871,976.32776
4872,669.24884
4873,2682.3723
4874,1273.8033
4875,1072.5756
4876,799.1112
4877,3875.1626
4878,1419.374
4879,8888.202
4880,1020.13464
4881,2280.885
4882,5183.835
4883,2384.7612
4884,12859.357
4885,1335.6124
4886,13647.88
4887,8685.665
4888,7890.398
4889,878.18616
4890,13806.708
4891,824.286
4892,2541.7407
4893,11228.286
4894,13823.743
4895,4947.6626
4896,7258.3354
4897,1776.02
4898,801.6536
4899,7127.5884
4900,1253.155
4901,9764.615
4902,6235.218
4903,779.17664
4904,13435.751
4905,1854.0303
4906,3944.2397
4907,1281.4376
4908,1047.6827
4909,524.96387
4910,8324.909
4911,1762.4022
4912,5851.9966
4913,4726.8833
4914,1938.0518
4915,3088.7244
4916,6587.483
4917,987.59515
4918,7146.316
4919,2217.214
4920,931.3075
4921,8262.819
4922,4319.3657
4923,2893.6765
4924,714.99713
4925,7600.105
4926,1310.771
4927,5228.353
4928,5985.404
4929,4685.814
4930,2587.942
4931,4759.935
4932,2379.3188
4933,14244.634
4934,1717.2915
4935,1784.3109
4936,12227.474
4937,769.4329
4938,3920.2612
4939,3055.6387
4940,719.0572
4941,2018.4463
4942,12372.508
4943,724.1492
4944,3991.2935
4945,576.03186
4946,1252.664
4947,4920.6597
4948,6644.0986
4949,5753.8843
4950,577.06586
4951,4415.064
4952,923.4254
4953,11626.342
4954,3452.3215
4955,603.92896
4956,1654.2352
4957,2189.348
4958,3209.2126
4959,8503.566
4960,3901.7195
4961,2421.6968
4962,4878.5283
4963,1501.166
4964,4061.5315
4965,16933.207
4966,1022.94653
4967,16110.319
4968,708.445
4969,3106.8918
4970,507.92624
4971,1913.3989
4972,904.1504
4973,8870.673
4974,807.64056
4975,1028.6642
4976,4457.9487
4977,2916.3428
4978,4013.2085
4979,6912.3193
4980,863.10486
4981,14837.57
4982,15160.251
4983,13934.413
4984,5718.1694
4985,6676.45
4986,15490.302
4987,541.44934
4988,1189.6069
4989,3353.0488
4990,614.6386
4991,1124.5172
4992,434.4161
4993,5317.115
4994,1080.7584
4995,2380.3022
4996,772.4501
4997,3148.9558
4998,3973.8518
4999,2349.569
5000,2074.1245
5001,11164.322
5002,675.04395
5003,2748.7239
5004,2399.3706
5005,532.958
5006,2619.522
5007,5375.479
5008,614.13196
5009,1803.9242
5010,578.914
5011,10057.541
5012,12987.789
5013,8459.747
5014,971.7115
5015,496.3954
5016,1858.5704
5017,2587.3838
5018,2619.019
5019,799.95764
5020,629.95966
5021,2384.6824
5022,639.9699
5023,6956.306
5024,13487.153
5025,8568.944
5026,11600.08
5027,6891.9404
5028,10807.369
5029,2382.7866
5030,8934.583
5031,5118.5703
5032,1306.7725
5033,6485.643
5034,2347.6536
5035,1647.6187
5036,16251.148
5037,472.52454
5038,635.6861
5039,521.59454
5040,14300.998
5041,17209.27
5042,1101.9222
5043,2701.3838
5044,3083.1335
5045,13326.3125
5046,3809.2732
5047,14374.578
5048,2276.1035
5049,1473.1172
5050,12932.523
5051,985.3869
5052,1749.9446
5053,1002.04706
5054,1014.11926
5055,4009.9902
5056,2101.0215
5057,2552.6665
5058,6464.1353
5059,1613.7478
5060,3793.3223
5061,6458.018
5062,5478.7065
5063,5517.1753
5064,12133.501
5065,1095.3558
5066,5323.869
5067,5229.9106
5068,4888.606
5069,4416.9067
5070,11988.736
5071,1726.2367
5072,3390.2007
5073,4357.2383
5074,729.0437
5075,790.89246
5076,5780.7095
5077,786.9641
5078,1114.5139
5079,4069.7131
5080,781.3714
5081,553.20416
5082,11821.044
5083,673.85864
5084,566.3235
5085,1933.2545
5086,4435.9966
5087,3758.882
5088,5043.0835
5089,648.1289
5090,1100.5485
5091,723.6564
5092,819.5973
5093,4744.5684
5094,5269.8594
5095,828.51904
5096,741.28613
5097,2639.2974
5098,4880.8247
5099,4137.4243
5100,7130.6353
5101,4579.881
5102,1537.4858
5103,5023.548
5104,773.6531
5105,1068.2859
5106,3312.465
5107,1616.409
5108,1196.6138
5109,10985.274
5110,3197.954
5111,2012.081
5112,1355.897
5113,9562.109
5114,3287.067
5115,4991.786
5116,4337.7476
5117,1737.6648
5118,9031.109
5119,539.5779
5120,14090.2295
5121,6489.962
5122,4130.3887
5123,2476.377
5124,6020.8403
5125,3235.2932
5126,2562.5266
5127,2014.8866
5128,3012.802
5129,1132.9512
5130,2611.578
5131,566.562
5132,2645.258
5133,664.10394
5134,2967.0476
5135,1337.5018
5136,4397.2744
5137,18136.902
5138,896.5984
5139,1153.1207
5140,3289.1003
5141,4911.306
5142,1083.516
5143,8449.074
5144,4581.282
5145,1388.6608
5146,2107.922
5147,2645.9023
5148,11175.935
5149,964.96655
5150,718.3698
5151,734.6116
5152,530.10834
5153,9170.024
5154,560.88696
5155,10441.202
5156,786.2526
5157,1415.9585
5158,13181.003
5159,807.1085
5160,8604.551
5161,4905.3364
5162,685.848
5163,2923.2742
5164,3325.9092
5165,2825.5962
5166,3130.9116
5167,5400.6978
5168,7658.4233
5169,7284.9204
5170,3086.0203
5171,2964.4814
5172,1930.0883
5173,7098.845
5174,3946.9353
5175,641.1002
5176,3953.098
5177,12972.23
5178,2649.0476
5179,839.5631
5180,884.6498
5181,1604.943
5182,1277.059
5183,888.9351
5184,1771.768
5185,650.8005
5186,4752.612
5187,8291.591
5188,720.88654
5189,607.94293
5190,745.12
5191,4744.4185
5192,1386.9287
5193,4648.8394
5194,8095.928
5195,5884.007
5196,3912.5823
